hud_area_code	hud_areaname	rent_50_0	rent_50_1	rent_50_2	rent_50_3	rent_50_4
NCNTY48425N48425	Somervell County, TX	746	812	990	1,407	1,456
METRO26580M54079	Putnam County, WV HUD Metro FMR Area	806	811	1,046	1,391	1,619
METRO34740M34740	Muskegon, MI MSA	712	811	1,053	1,317	1,415
METRO46540M46540	Utica-Rome, NY MSA	806	811	1,020	1,241	1,470
NCNTY06021N06021	Glenn County, CA	713	811	1,067	1,359	1,613
NCNTY48337N48337	Montague County, TX	804	811	1,067	1,428	1,433
METRO11020M11020	Altoona, PA MSA	657	810	983	1,196	1,333
METRO19430M19430	Dayton-Kettering, OH MSA	731	809	1,036	1,359	1,480
METRO33460N27079	Le Sueur County, MN HUD Metro FMR Area	762	809	1,065	1,474	1,741
NCNTY48347N48347	Nacogdoches County, TX	717	809	952	1,237	1,513
METRO10180M10180	Abilene, TX MSA	760	808	1,044	1,412	1,711
NCNTY30029N30029	Flathead County, MT	711	808	1,064	1,512	1,812
NCNTY37031N37031	Carteret County, NC	803	808	1,064	1,448	1,812
METRO13780M13780	Binghamton, NY MSA	772	807	1,026	1,342	1,454
METRO17300M17300	Clarksville, TN-KY HUD Metro FMR Area	744	807	1,049	1,479	1,787
METRO25180M54065	Morgan County, WV HUD Metro FMR Area	609	807	911	1,295	1,306
NCNTY33007N33007	Coos County, NH	670	807	984	1,288	1,416
NCNTY48373N48373	Polk County, TX	691	807	912	1,252	1,321
NCNTY51057N51057	Essex County, VA	747	807	1,007	1,287	1,515
METRO12060N13199	Meriwether County, GA HUD Metro FMR Area	801	806	1,061	1,376	1,462
METRO22140M22140	Farmington, NM MSA	793	806	953	1,338	1,458
METRO40380N36123	Yates County, NY HUD Metro FMR Area	709	806	1,061	1,419	1,425
NCNTY13275N13275	Thomas County, GA	801	806	988	1,273	1,438
NCNTY16017N16017	Bonner County, ID	801	806	1,005	1,428	1,712
NCNTY27065N27065	Kanabec County, MN	702	806	1,050	1,405	1,411
NCNTY08075N08075	Logan County, CO	746	805	1,059	1,505	1,581
NCNTY48321N48321	Matagorda County, TX	800	805	1,060	1,398	1,806
NCNTY55055N55055	Jefferson County, WI	708	805	1,059	1,445	1,460
METRO12620N23019	Penobscot County, ME (part) HUD Metro FMR Area	773	804	1,058	1,328	1,421
METRO24580M24580	Green Bay, WI HUD Metro FMR Area	745	804	1,015	1,358	1,364
METRO28660M28660	Killeen-Temple, TX HUD Metro FMR Area	798	804	1,020	1,450	1,737
METRO30860M30860	Logan, UT-ID MSA	675	804	1,001	1,423	1,705
METRO33460N27095	Mille Lacs County, MN HUD Metro FMR Area	716	804	1,058	1,492	1,802
NCNTY21157N21157	Marshall County, KY	660	804	910	1,108	1,520
NCNTY40119N40119	Payne County, OK	752	804	966	1,344	1,513
NCNTY08055N08055	Huerfano County, CO	798	803	1,057	1,286	1,707
NCNTY08073N08073	Lincoln County, CO	798	803	1,025	1,282	1,746
NCNTY45043N45043	Georgetown County, SC	798	803	1,057	1,502	1,515
METRO16740M37007	Anson County, NC HUD Metro FMR Area	706	802	1,056	1,285	1,419
NCNTY48143N48143	Erath County, TX	797	802	988	1,404	1,546
METRO13740M30095	Stillwater County, MT HUD Metro FMR Area	738	801	1,055	1,481	1,797
NCNTY18085N18085	Kosciusko County, IN	654	801	938	1,163	1,319
NCNTY37149N37149	Polk County, NC	797	801	972	1,183	1,415
NCNTY46047N46047	Fall River County, SD	733	801	1,054	1,283	1,718
METRO10500M10500	Albany, GA MSA	787	800	942	1,234	1,501
NCNTY08033N08033	Dolores County, CO	795	800	1,021	1,335	1,649
NCNTY41061N41061	Union County, OR	704	800	1,053	1,496	1,662
NCNTY48389N48389	Reeves County, TX	757	800	1,004	1,393	1,477
NCNTY53047N53047	Okanogan County, WA	679	800	1,016	1,426	1,682
NCNTY55085N55085	Oneida County, WI	683	800	974	1,210	1,420
METRO36780M36780	Oshkosh-Neenah, WI MSA	770	799	1,031	1,393	1,623
NCNTY23011N23011	Kennebec County, ME	794	799	1,023	1,267	1,520
NCNTY27021N27021	Cass County, MN	604	799	903	1,169	1,213
NCNTY48001N48001	Anderson County, TX	724	799	960	1,295	1,518
METRO12060N13143	Haralson County, GA HUD Metro FMR Area	793	798	965	1,371	1,644
METRO39660M39660	Rapid City, SD HUD Metro FMR Area	702	798	1,050	1,450	1,593
NCNTY21035N21035	Calloway County, KY	791	798	1,050	1,278	1,411
NCNTY26103N26103	Marquette County, MI	661	798	986	1,200	1,680
NCNTY27035N27035	Crow Wing County, MN	702	798	1,050	1,352	1,476
METRO11540M11540	Appleton, WI MSA	727	797	1,012	1,355	1,360
METRO16940M16940	Cheyenne, WY MSA	695	797	997	1,417	1,698
METRO26140M26140	Homosassa Springs, FL MSA	782	797	1,049	1,451	1,787
NCNTY26015N26015	Barry County, MI	655	797	980	1,374	1,406
NCNTY31047N31047	Dawson County, NE	643	797	946	1,184	1,320
NCNTY56033N56033	Sheridan County, WY	770	797	1,007	1,272	1,675
METRO21500M21500	Erie, PA MSA	766	796	1,031	1,279	1,417
METRO24340N26117	Montcalm County, MI HUD Metro FMR Area	733	796	971	1,196	1,444
METRO35100N37137	Pamlico County, NC HUD Metro FMR Area	790	796	1,042	1,268	1,618
NCNTY27061N27061	Itasca County, MN	791	796	1,048	1,275	1,408
NCNTY51163N51163	Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetr	667	796	899	1,270	1,297
NCNTY06011N06011	Colusa County, CA	790	795	1,047	1,429	1,435
METRO22020M22020	Fargo, ND-MN MSA	673	794	966	1,373	1,645
NCNTY41037N41037	Lake County, OR	666	793	896	1,273	1,526
METRO46300N16053	Jerome County, ID HUD Metro FMR Area	697	792	1,042	1,456	1,723
NCNTY37043N37043	Clay County, NC	736	792	894	1,088	1,402
NCNTY38069N38069	Pierce County, ND	774	792	894	1,088	1,230
NCNTY46117N46117	Stanley County, SD	726	792	1,043	1,392	1,700
NCNTY51193N51193	Westmoreland County, VA	773	792	1,043	1,482	1,745
NCNTY13237N13237	Putnam County, GA	785	791	1,007	1,226	1,715
NCNTY23017N23017	Oxford County, ME	786	791	1,041	1,267	1,653
NCNTY31029N31029	Chase County, NE	607	791	893	1,239	1,521
NCNTY48249N48249	Jim Wells County, TX	739	791	980	1,241	1,669
NCNTY53023N53023	Garfield County, WA	626	791	936	1,330	1,561
METRO23060M23060	Fort Wayne, IN MSA	700	790	969	1,235	1,346
METRO33140M33140	Michigan City-La Porte, IN MSA	655	790	980	1,271	1,409
METRO33220M33220	Midland, MI MSA	757	790	1,036	1,391	1,482
NCNTY06093N06093	Siskiyou County, CA	774	789	1,021	1,451	1,476
NCNTY12093N12093	Okeechobee County, FL	783	789	1,038	1,284	1,459
NCNTY36057N36057	Montgomery County, NY	785	789	934	1,171	1,281
METRO27740M27740	Johnson City, TN MSA	762	788	952	1,205	1,413
NCNTY26009N26009	Antrim County, MI	619	788	926	1,198	1,497
NCNTY38061N38061	Mountrail County, ND	771	788	890	1,250	1,458
NCNTY53069N53069	Wahkiakum County, WA	669	788	1,001	1,423	1,669
METRO16220M16220	Casper, WY MSA	652	787	931	1,323	1,577
METRO21340N48229	Hudspeth County, TX HUD Metro FMR Area	642	787	934	1,137	1,591
NCNTY45029N45029	Colleton County, SC	734	787	889	1,084	1,298
NCNTY46007N46007	Bennett County, SD	636	787	914	1,112	1,490
NCNTY48481N48481	Wharton County, TX	726	787	963	1,369	1,587
METRO44100M44100	Springfield, IL MSA	646	786	966	1,266	1,330
NCNTY55081N55081	Monroe County, WI	653	786	976	1,257	1,444
METRO47940M47940	Waterloo-Cedar Falls, IA HUD Metro FMR Area	666	785	990	1,316	1,686
NCNTY13031N13031	Bulloch County, GA	780	785	980	1,332	1,451
NCNTY30017N30017	Custer County, MT	745	785	1,033	1,456	1,461
NCNTY36089N36089	St. Lawrence County, NY	683	785	962	1,199	1,294
NCNTY36097N36097	Schuyler County, NY	671	785	1,004	1,341	1,480
METRO43780N26027	Cass County, MI HUD Metro FMR Area	752	784	966	1,298	1,410
NCNTY41049N41049	Morrow County, OR	690	784	1,032	1,420	1,584
METRO22420M22420	Flint, MI MSA	679	783	986	1,231	1,333
NCNTY48149N48149	Fayette County, TX	741	783	983	1,351	1,434
NCNTY51049N51049	Cumberland County, VA	725	783	977	1,189	1,604
NCNTY51171N51171	Shenandoah County, VA	681	783	1,019	1,434	1,439
METRO22180M37085	Harnett County, NC HUD Metro FMR Area	777	782	1,029	1,462	1,753
METRO35660M35660	Niles-Benton Harbor, MI MSA	764	782	1,017	1,306	1,451
NCNTY12027N12027	DeSoto County, FL	765	782	883	1,171	1,186
NCNTY21073N21073	Franklin County, KY	681	782	971	1,291	1,608
NCNTY48223N48223	Hopkins County, TX	655	782	979	1,391	1,464
NCNTY48385N48385	Real County, TX	740	782	982	1,396	1,444
NCNTY51139N51139	Page County, VA	656	782	884	1,148	1,506
NCNTY56045N56045	Weston County, WY	777	782	1,030	1,254	1,751
METRO16980N18073	Jasper County, IN HUD Metro FMR Area	776	781	1,028	1,323	1,381
METRO31140N21211	Shelby County, KY HUD Metro FMR Area	728	781	991	1,267	1,466
NCNTY06035N06035	Lassen County, CA	687	781	1,028	1,461	1,506
NCNTY12007N12007	Bradford County, FL	764	781	882	1,237	1,502
NCNTY28113N28113	Pike County, MS	746	781	888	1,088	1,193
NCNTY30091N30091	Sheridan County, MT	636	781	882	1,180	1,185
NCNTY55027N55027	Dodge County, WI	668	781	999	1,339	1,470
METRO12260N13181	Lincoln County, GA HUD Metro FMR Area	657	780	889	1,190	1,194
METRO31540N55049	Iowa County, WI HUD Metro FMR Area	773	780	1,027	1,331	1,459
METRO47260M37029	Camden County, NC HUD Metro FMR Area	768	780	910	1,293	1,550
NCNTY27159N27159	Wadena County, MN	608	780	910	1,108	1,222
NCNTY30037N30037	Golden Valley County, MT	741	780	1,027	1,444	1,608
NCNTY40139N40139	Texas County, OK	776	780	927	1,129	1,579
NCNTY48307N48307	McCulloch County, TX	739	780	980	1,193	1,442
METRO40660M40660	Rome, GA MSA	774	779	1,026	1,337	1,600
NCNTY27121N27121	Pope County, MN	686	779	1,026	1,249	1,493
NCNTY42109N42109	Snyder County, PA	778	779	898	1,182	1,290
NCNTY46017N46017	Buffalo County, SD	713	779	1,025	1,247	1,671
METRO19340M19340	Davenport-Moline-Rock Island, IA-IL MSA	643	778	962	1,266	1,437
NCNTY02275N02275	Wrangell City and Borough, AK	715	778	1,024	1,455	1,554
NCNTY48391N48391	Refugio County, TX	692	778	918	1,117	1,435
METRO40580M40580	Rocky Mount, NC MSA	772	777	965	1,312	1,435
NCNTY42059N42059	Greene County, PA	773	777	922	1,122	1,248
NCNTY48177N48177	Gonzales County, TX	692	777	917	1,303	1,562
METRO12940M22007	Assumption Parish, LA HUD Metro FMR Area	753	776	877	1,216	1,433
NCNTY08115N08115	Sedgwick County, CO	720	776	877	1,067	1,416
NCNTY12013N12013	Calhoun County, FL	760	776	877	1,228	1,233
NCNTY12079N12079	Madison County, FL	719	776	877	1,162	1,494
NCNTY16043N16043	Fremont County, ID	618	776	877	1,246	1,494
NCNTY18125N18125	Pike County, IN	612	776	877	1,210	1,215
NCNTY18131N18131	Pulaski County, IN	612	776	877	1,112	1,494
NCNTY26097N26097	Mackinac County, MI	606	776	877	1,096	1,355
NCNTY26129N26129	Ogemaw County, MI	651	776	877	1,075	1,178
NCNTY27031N27031	Cook County, MN	586	776	877	1,246	1,276
NCNTY27165N27165	Watonwan County, MN	586	776	877	1,246	1,428
NCNTY30001N30001	Beaverhead County, MT	623	776	877	1,179	1,494
NCNTY30011N30011	Carter County, MT	632	776	877	1,246	1,373
NCNTY30023N30023	Deer Lodge County, MT	632	776	877	1,246	1,396
NCNTY30035N30035	Glacier County, MT	705	776	877	1,151	1,359
NCNTY30051N30051	Liberty County, MT	632	776	877	1,246	1,373
NCNTY30053N30053	Lincoln County, MT	632	776	877	1,246	1,407
NCNTY30071N30071	Phillips County, MT	632	776	877	1,246	1,373
NCNTY30073N30073	Pondera County, MT	632	776	877	1,215	1,494
NCNTY31135N31135	Perkins County, NE	596	776	877	1,168	1,191
NCNTY31137N31137	Phelps County, NE	596	776	877	1,246	1,400
NCNTY36011N36011	Cayuga County, NY	770	776	991	1,249	1,450
NCNTY37041N37041	Chowan County, NC	771	776	964	1,173	1,642
NCNTY38005N38005	Benson County, ND	760	776	877	1,126	1,494
NCNTY38031N38031	Foster County, ND	760	776	877	1,234	1,333
NCNTY38043N38043	Kidder County, ND	760	776	877	1,246	1,455
NCNTY38051N38051	McIntosh County, ND	760	776	877	1,226	1,230
NCNTY38067N38067	Pembina County, ND	760	776	877	1,246	1,455
NCNTY46031N46031	Corson County, SD	610	776	877	1,067	1,214
NCNTY46071N46071	Jackson County, SD	610	776	877	1,106	1,225
NCNTY46073N46073	Jerauld County, SD	610	776	877	1,246	1,430
NCNTY48069N48069	Castro County, TX	661	776	877	1,246	1,290
NCNTY48087N48087	Collingsworth County, TX	661	776	877	1,103	1,290
NCNTY48093N48093	Comanche County, TX	661	776	877	1,246	1,307
NCNTY48111N48111	Dallam County, TX	661	776	877	1,236	1,351
NCNTY48133N48133	Eastland County, TX	586	776	877	1,149	1,494
NCNTY48219N48219	Hockley County, TX	661	776	877	1,246	1,494
NCNTY48283N48283	La Salle County, TX	661	776	877	1,246	1,290
NCNTY48335N48335	Mitchell County, TX	661	776	877	1,246	1,290
NCNTY48377N48377	Presidio County, TX	661	776	877	1,246	1,290
NCNTY48407N48407	San Jacinto County, TX	661	776	877	1,174	1,178
NCNTY48457N48457	Tyler County, TX	661	776	877	1,160	1,290
NCNTY48461N48461	Upton County, TX	661	776	877	1,150	1,290
NCNTY49015N49015	Emery County, UT	587	776	877	1,207	1,494
NCNTY49017N49017	Garfield County, UT	587	776	877	1,067	1,401
NCNTY49037N49037	San Juan County, UT	726	776	877	1,067	1,494
NCNTY50009N50009	Essex County, VT	760	776	877	1,189	1,217
NCNTY26005N26005	Allegan County, MI	770	775	1,020	1,316	1,370
NCNTY31091N31091	Hooker County, NE	596	775	877	1,125	1,191
NCNTY38063N38063	Nelson County, ND	760	775	877	1,246	1,455
NCNTY42015N42015	Bradford County, PA	770	775	921	1,173	1,413
NCNTY08003N08003	Alamosa County, CO	769	774	1,019	1,281	1,736
NCNTY08103N08103	Rio Blanco County, CO	769	774	1,019	1,291	1,374
NCNTY13285N13285	Troup County, GA	769	774	1,019	1,329	1,447
NCNTY39043N39043	Erie County, OH	769	774	966	1,176	1,457
METRO47900M51113	Madison County, VA HUD Metro FMR Area	768	773	1,018	1,267	1,512
NCNTY27099N27099	Mower County, MN	680	773	1,017	1,338	1,446
NCNTY41063N41063	Wallowa County, OR	631	773	944	1,342	1,608
NCNTY48379N48379	Rains County, TX	661	773	877	1,209	1,290
METRO22540M22540	Fond du Lac, WI MSA	711	772	991	1,313	1,331
METRO40340N27157	Wabasha County, MN HUD Metro FMR Area	630	772	877	1,246	1,494
NCNTY12121N12121	Suwannee County, FL	767	772	898	1,095	1,232
NCNTY18009N18009	Blackford County, IN	612	772	877	1,121	1,435
NCNTY18071N18071	Jackson County, IN	762	772	1,016	1,237	1,365
NCNTY47003N47003	Bedford County, TN	767	772	950	1,156	1,276
NCNTY48357N48357	Ochiltree County, TX	731	772	969	1,189	1,425
NCNTY26119N26119	Montmorency County, MI	606	771	877	1,242	1,246
NCNTY36035N36035	Fulton County, NY	766	771	1,003	1,221	1,417
NCNTY38041N38041	Hettinger County, ND	765	771	1,014	1,316	1,600
NCNTY48369N48369	Parmer County, TX	672	771	891	1,105	1,511
NCNTY51029N51029	Buckingham County, VA	654	771	882	1,129	1,207
NCNTY19157N19157	Poweshiek County, IA	650	770	890	1,191	1,196
NCNTY22115N22115	Vernon Parish, LA	765	770	1,013	1,274	1,443
NCNTY38049N38049	McHenry County, ND	764	770	882	1,206	1,463
METRO43100M43100	Sheboygan, WI MSA	643	769	929	1,217	1,331
NCNTY31139N31139	Pierce County, NE	596	769	877	1,170	1,318
NCNTY55103N55103	Richland County, WI	588	769	877	1,172	1,400
NCNTY56011N56011	Crook County, WY	728	769	877	1,246	1,491
NCNTY56029N56029	Park County, WY	764	769	1,012	1,353	1,724
METRO36260N49003	Box Elder County, UT HUD Metro FMR Area	684	768	990	1,340	1,609
NCNTY02164N02164	Lake and Peninsula Borough, AK	634	768	904	1,261	1,372
NCNTY36025N36025	Delaware County, NY	760	768	877	1,205	1,210
NCNTY41035N41035	Klamath County, OR	676	768	1,011	1,437	1,722
NCNTY48503N48503	Young County, TX	661	768	877	1,160	1,494
NCNTY55033N55033	Dunn County, WI	718	768	987	1,339	1,584
METRO24260N31079	Hall County, NE HUD Metro FMR Area	652	767	954	1,236	1,328
METRO41540N24039	Somerset County, MD HUD Metro FMR Area	761	767	1,009	1,350	1,355
NCNTY27113N27113	Pennington County, MN	675	767	1,010	1,298	1,470
NCNTY27143N27143	Sibley County, MN	636	767	951	1,214	1,320
NCNTY48103N48103	Crane County, TX	726	767	963	1,172	1,417
NCNTY48341N48341	Moore County, TX	761	767	1,009	1,228	1,484
METRO25980N13183	Long County, GA HUD Metro FMR Area	749	766	865	1,222	1,473
NCNTY27153N27153	Todd County, MN	586	766	877	1,174	1,178
NCNTY31039N31039	Cuming County, NE	596	766	877	1,149	1,178
NCNTY31161N31161	Sheridan County, NE	598	766	879	1,087	1,231
NCNTY56001N56001	Albany County, WY	672	766	923	1,312	1,572
NCNTY08109N08109	Saguache County, CO	760	765	1,007	1,226	1,353
NCNTY27147N27147	Steele County, MN	701	765	989	1,406	1,685
NCNTY48189N48189	Hale County, TX	661	765	877	1,232	1,494
NCNTY19057N19057	Des Moines County, IA	673	764	1,006	1,233	1,351
NCNTY48159N48159	Franklin County, TX	758	764	1,006	1,224	1,399
NCNTY55095N55095	Polk County, WI	673	764	1,006	1,224	1,386
NCNTY16039N16039	Elmore County, ID	758	763	1,002	1,424	1,659
NCNTY30045N30045	Judith Basin County, MT	724	763	1,004	1,222	1,572
NCNTY30069N30069	Petroleum County, MT	724	763	1,004	1,360	1,572
NCNTY30079N30079	Prairie County, MT	724	763	1,004	1,360	1,572
NCNTY30103N30103	Treasure County, MT	724	763	1,004	1,360	1,572
NCNTY30109N30109	Wibaux County, MT	724	763	1,004	1,360	1,572
NCNTY26001N26001	Alcona County, MI	606	762	877	1,153	1,339
NCNTY37139N37139	Pasquotank County, NC	671	762	1,003	1,405	1,637
NCNTY46041N46041	Dewey County, SD	610	762	877	1,122	1,182
NCNTY12023N12023	Columbia County, FL	700	761	1,002	1,265	1,346
NCNTY18031N18031	Decatur County, IN	699	761	1,002	1,219	1,346
NCNTY31141N31141	Platte County, NE	639	761	940	1,258	1,263
NCNTY35007N35007	Colfax County, NM	629	761	860	1,047	1,177
NCNTY35037N35037	Quay County, NM	629	761	860	1,114	1,465
NCNTY35047N35047	San Miguel County, NM	731	761	860	1,141	1,357
NCNTY48033N48033	Borden County, TX	720	761	955	1,253	1,405
NCNTY48101N48101	Cottle County, TX	720	761	955	1,162	1,627
NCNTY48109N48109	Culberson County, TX	720	761	955	1,253	1,405
NCNTY48137N48137	Edwards County, TX	720	761	955	1,253	1,405
NCNTY48155N48155	Foard County, TX	720	761	955	1,253	1,405
NCNTY48173N48173	Glasscock County, TX	720	761	955	1,253	1,405
NCNTY48243N48243	Jeff Davis County, TX	720	761	955	1,253	1,405
NCNTY48261N48261	Kenedy County, TX	720	761	955	1,253	1,405
NCNTY48263N48263	Kent County, TX	720	761	955	1,253	1,405
NCNTY48269N48269	King County, TX	720	761	955	1,253	1,405
NCNTY48271N48271	Kinney County, TX	720	761	955	1,253	1,405
NCNTY48301N48301	Loving County, TX	720	761	955	1,253	1,405
NCNTY48311N48311	McMullen County, TX	720	761	955	1,253	1,405
NCNTY48393N48393	Roberts County, TX	720	761	955	1,253	1,405
NCNTY48413N48413	Schleicher County, TX	720	761	955	1,253	1,405
NCNTY48417N48417	Shackelford County, TX	720	761	955	1,253	1,405
NCNTY48433N48433	Stonewall County, TX	720	761	955	1,253	1,405
NCNTY48443N48443	Terrell County, TX	720	761	955	1,253	1,405
METRO20740M20740	Eau Claire, WI MSA	679	760	971	1,322	1,516
NCNTY19139N19139	Muscatine County, IA	731	760	1,000	1,262	1,484
NCNTY48455N48455	Trinity County, TX	722	760	958	1,166	1,595
NCNTY48467N48467	Van Zandt County, TX	651	760	974	1,384	1,433
METRO13980N51155	Pulaski County, VA HUD Metro FMR Area	719	759	857	1,192	1,460
METRO17140N18161	Union County, IN HUD Metro FMR Area	661	759	986	1,316	1,520
METRO26820N16023	Butte County, ID HUD Metro FMR Area	635	759	934	1,324	1,591
NCNTY16075N16075	Payette County, ID	754	759	999	1,379	1,488
NCNTY19059N19059	Dickinson County, IA	730	759	999	1,221	1,342
NCNTY27169N27169	Winona County, MN	628	759	939	1,257	1,363
NCNTY55007N55007	Bayfield County, WI	748	759	915	1,225	1,229
NCNTY56007N56007	Carbon County, WY	754	759	972	1,381	1,652
METRO40420M40420	Rockford, IL MSA	667	758	998	1,347	1,398
NCNTY13009N13009	Baldwin County, GA	693	758	856	1,051	1,387
NCNTY30025N30025	Fallon County, MT	720	758	998	1,215	1,563
NCNTY48285N48285	Lavaca County, TX	737	758	978	1,212	1,314
METRO24140M24140	Goldsboro, NC MSA	752	757	997	1,246	1,698
METRO27180M27180	Jackson, TN HUD Metro FMR Area	666	757	996	1,349	1,354
METRO31540N55045	Green County, WI HUD Metro FMR Area	750	757	996	1,212	1,338
NCNTY30047N30047	Lake County, MT	625	757	935	1,169	1,256
NCNTY48499N48499	Wood County, TX	666	757	996	1,212	1,465
NCNTY54049N54049	Marion County, WV	752	757	946	1,174	1,385
METRO24860M11340	Anderson, SC HUD Metro FMR Area	733	756	950	1,196	1,618
METRO48140M48140	Wausau, WI HUD Metro FMR Area	665	756	995	1,273	1,357
NCNTY08061N08061	Kiowa County, CO	752	756	965	1,174	1,559
NCNTY36101N36101	Steuben County, NY	716	756	894	1,164	1,490
NCNTY55029N55029	Door County, WI	751	756	991	1,213	1,342
METRO13020M13020	Bay City, MI MSA	693	755	965	1,267	1,398
METRO17140M18047	Franklin County, IN HUD Metro FMR Area	666	755	994	1,348	1,498
METRO26580M26580	Huntington-Ashland, WV-KY-OH HUD Metro FMR Area	693	755	887	1,179	1,335
METRO37900M37900	Peoria, IL HUD Metro FMR Area	683	755	957	1,243	1,293
NCNTY20025N20025	Clark County, KS	650	755	877	1,067	1,178
NCNTY23025N23025	Somerset County, ME	750	755	963	1,193	1,348
NCNTY40103N40103	Noble County, OK	662	755	853	1,212	1,453
NCNTY40107N40107	Okfuskee County, OK	662	755	853	1,039	1,332
NCNTY40147N40147	Washington County, OK	734	755	853	1,211	1,345
NCNTY40149N40149	Washita County, OK	662	755	853	1,038	1,239
NCNTY49013N49013	Duchesne County, UT	601	755	899	1,207	1,365
METRO12060N13171	Lamar County, GA HUD Metro FMR Area	749	754	992	1,312	1,333
METRO17420M17420	Cleveland, TN MSA	705	754	993	1,303	1,407
METRO29180N22113	Vermilion Parish, LA HUD Metro FMR Area	607	754	852	1,087	1,145
NCNTY12077N12077	Liberty County, FL	749	754	877	1,067	1,494
NCNTY12123N12123	Taylor County, FL	749	754	877	1,183	1,494
NCNTY12125N12125	Union County, FL	749	754	877	1,067	1,494
NCNTY16025N16025	Camas County, ID	749	754	984	1,398	1,669
NCNTY27149N27149	Stevens County, MN	604	754	904	1,285	1,443
NCNTY36033N36033	Franklin County, NY	586	754	877	1,113	1,223
NCNTY51001N51001	Accomack County, VA	632	754	852	1,207	1,451
METRO40980M40980	Saginaw, MI MSA	663	753	991	1,262	1,331
NCNTY20175N20175	Seward County, KS	734	753	991	1,206	1,331
NCNTY28081N28081	Lee County, MS	748	753	923	1,175	1,395
NCNTY31059N31059	Fillmore County, NE	596	753	877	1,067	1,178
NCNTY39063N39063	Hancock County, OH	643	753	961	1,242	1,569
NCNTY54017N54017	Doddridge County, WV	748	753	929	1,210	1,349
NCNTY26073N26073	Isabella County, MI	718	752	882	1,154	1,185
NCNTY26131N26131	Ontonagon County, MI	606	752	877	1,067	1,246
NCNTY31019N31019	Buffalo County, NE	676	752	981	1,331	1,671
NCNTY35035N35035	Otero County, NM	614	752	860	1,222	1,465
NCNTY36049N36049	Lewis County, NY	745	752	977	1,207	1,503
NCNTY48075N48075	Childress County, TX	743	752	985	1,199	1,449
NCNTY48083N48083	Coleman County, TX	746	752	990	1,205	1,330
METRO20220M20220	Dubuque, IA MSA	661	751	988	1,317	1,683
NCNTY18143N18143	Scott County, IN	689	751	988	1,202	1,327
NCNTY24023N24023	Garrett County, MD	739	751	877	1,246	1,494
NCNTY26091N26091	Lenawee County, MI	656	751	949	1,267	1,439
NCNTY26135N26135	Oscoda County, MI	606	751	877	1,126	1,246
NCNTY27067N27067	Kandiyohi County, MN	723	751	903	1,283	1,524
NCNTY39069N39069	Henry County, OH	590	751	848	1,124	1,312
NCNTY39115N39115	Morgan County, OH	627	751	848	1,032	1,316
NCNTY39121N39121	Noble County, OH	627	751	848	1,032	1,195
NCNTY39145N39145	Scioto County, OH	629	751	848	1,185	1,295
NCNTY47107N47107	McMinn County, TN	700	751	880	1,178	1,182
NCNTY48117N48117	Deaf Smith County, TX	746	751	988	1,205	1,464
METRO24220M24220	Grand Forks, ND-MN MSA	730	750	951	1,352	1,620
METRO32820N28093	Marshall County, MS HUD Metro FMR Area	689	750	889	1,082	1,382
NCNTY04001N04001	Apache County, AZ	660	750	987	1,316	1,370
NCNTY13011N13011	Banks County, GA	730	750	869	1,058	1,328
NCNTY18151N18151	Steuben County, IN	701	750	975	1,187	1,310
NCNTY26107N26107	Mecosta County, MI	606	750	877	1,114	1,402
NCNTY27033N27033	Cottonwood County, MN	586	750	877	1,092	1,330
NCNTY40141N40141	Tillman County, OK	662	750	853	1,038	1,289
NCNTY42111N42111	Somerset County, PA	745	750	875	1,189	1,301
NCNTY46023N46023	Charles Mix County, SD	610	750	877	1,200	1,297
NCNTY48119N48119	Delta County, TX	661	750	877	1,240	1,290
NCNTY40045N40045	Ellis County, OK	711	749	916	1,115	1,344
NCNTY48115N48115	Dawson County, TX	661	749	877	1,174	1,178
NCNTY48185N48185	Grimes County, TX	709	749	940	1,144	1,320
NCNTY55053N55053	Jackson County, WI	586	749	877	1,123	1,189
METRO12940N22047	Iberville Parish, LA HUD Metro FMR Area	726	748	845	1,201	1,381
METRO16300M16300	Cedar Rapids, IA HUD Metro FMR Area	659	748	985	1,400	1,678
METRO29020M29020	Kokomo, IN MSA	715	748	919	1,251	1,376
METRO36980M36980	Owensboro, KY MSA	743	748	985	1,300	1,323
METRO43580M43580	Sioux City, IA-NE-SD MSA	659	748	985	1,209	1,323
METRO45500M45500	Texarkana, TX-Texarkana, AR HUD Metro FMR Area	744	748	940	1,171	1,525
NCNTY13005N13005	Bacon County, GA	565	748	845	1,061	1,229
NCNTY13017N13017	Ben Hill County, GA	710	748	845	1,124	1,439
NCNTY13049N13049	Charlton County, GA	710	748	845	1,201	1,248
NCNTY13125N13125	Glascock County, GA	710	748	845	1,143	1,147
NCNTY13141N13141	Hancock County, GA	710	748	845	1,147	1,439
NCNTY13167N13167	Johnson County, GA	710	748	845	1,163	1,229
NCNTY13201N13201	Miller County, GA	710	748	845	1,107	1,249
NCNTY13205N13205	Mitchell County, GA	710	748	845	1,028	1,135
NCNTY13303N13303	Washington County, GA	710	748	845	1,145	1,318
NCNTY13319N13319	Wilkinson County, GA	710	748	845	1,032	1,135
NCNTY16049N16049	Idaho County, ID	659	748	985	1,280	1,655
NCNTY19117N19117	Lucas County, IA	720	748	985	1,199	1,323
NCNTY30043N30043	Jefferson County, MT	658	748	984	1,398	1,573
